"Band_dad","Band_mom","building_dad","building_mom","dist","pat.clutch.size","fert","prop.fert","year"
"2350-21085","2850-57771","Make Believe","Cooks",8134.783478,3,0,0,2023
"2350-21085","2850-57928","Make Believe","Blue Cloud main",3928.765414,4,0,0,2023
"2350-21085","2850-57934","Make Believe","Boyer",4212.841149,10,0,0,2023
"2350-21085","2850-57932","Make Believe","Cooks",8134.783478,4,0,0,2023
"2350-21085","2850-57946","Make Believe","Nixon est",3470.02738,4,0,0,2023
"2350-21085","2850-57943","Make Believe","Struthers round",3372.48869,2,0,0,2023
"2350-21085","2850-57945","Make Believe","Plumbumpy est",5249.655973,5,0,0,2023
"2350-21085","2850-57948","Make Believe","Cooks",8134.783478,8,0,0,2023
"2350-21085","2850-57956","Make Believe","Karens est",4897.580448,5,0,0,2023
"2350-21085","2850-57954","Make Believe","Cathys est",3337.471654,6,0,0,2023
"2350-21085","2850-57950","Make Believe","Speedwell est",3455.712605,7,0,0,2023
"2350-21085","2850-57978","Make Believe","Red Wagon porch est",4083.407908,1,0,0,2023
"2350-21085","2870-65015","Make Believe","Boyer",4212.841149,6,0,0,2023
"2350-21085","2850-57687","Make Believe","Boyer",4212.841149,8,0,0,2023
"2350-21085","2850-57931","Make Believe","Cooks",8134.783478,6,0,0,2023
"2350-21085","2850-57952","Make Believe","Jays est",3104.670145,8,0,0,2023
"2850-57577","2850-57551","CHR","Struthers main",5026.901367,7,0,0,2023
"2850-57577","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,5,0,0,2023
"2850-57577","2811-06861","CHR","Boyer",7918.345849,10,0,0,2023
"2850-57577","2850-57575","CHR","Cooks",3998.148258,14,0,0,2023
"2850-57577","2850-57608","CHR","Urban Farm Girlz Red Barn",9221.430103,4,0,0,2023
"2850-57577","2850-57685","CHR","Boyer",7918.345849,11,0,0,2023
"2850-57577","2850-57683","CHR","Struthers main",5026.901367,6,0,0,2023
"2850-57577","2850-57764","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2023
"2850-57577","2850-57771","CHR","Cooks",3998.148258,3,0,0,2023
"2850-57577","2850-57869","CHR","Blue Cloud main",4098.901931,8,0,0,2023
"2850-57577","2850-57871","CHR","Blue Cloud main",4098.901931,5,0,0,2023
"2850-57577","2850-57932","CHR","Cooks",3998.148258,4,0,0,2023
"2850-57577","2850-57928","CHR","Blue Cloud main",4098.901931,4,0,0,2023
"2850-57577","2850-57938","CHR","Make Believe",4912.593342,3,0,0,2023
"2850-57577","2850-57934","CHR","Boyer",7918.345849,10,0,0,2023
"2850-57577","2850-57939","CHR","Make Believe",4912.593342,13,0,0,2023
"2850-57577","2850-57943","CHR","Struthers round",5082.708126,2,0,0,2023
"2850-57577","2850-57941","CHR","Make Believe",4912.593342,8,0,0,2023
"2850-57577","2850-57945","CHR","Plumbumpy est",8226.205846,5,0,0,2023
"2850-57577","2850-57946","CHR","Nixon est",4043.444267,4,0,0,2023
"2850-57577","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57577","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57577","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57577","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2850-57577","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2850-57577","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2850-57577","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2850-57577","2850-57687","CHR","Boyer",7918.345849,8,0,0,2023
"2850-57577","2850-57931","CHR","Cooks",3998.148258,6,0,0,2023
"2850-57577","2850-57952","CHR","Jays est",4525.471845,8,0,0,2023
"2850-57880","2850-57551","CHR","Struthers main",5026.901367,7,0,0,2023
"2850-57880","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,5,0,0,2023
"2850-57880","2811-06861","CHR","Boyer",7918.345849,10,0,0,2023
"2850-57880","2850-57575","CHR","Cooks",3998.148258,14,0,0,2023
"2850-57880","2850-57608","CHR","Urban Farm Girlz Red Barn",9221.430103,4,0,0,2023
"2850-57880","2850-57683","CHR","Struthers main",5026.901367,6,0,0,2023
"2850-57880","2850-57685","CHR","Boyer",7918.345849,11,0,0,2023
"2850-57880","2850-57771","CHR","Cooks",3998.148258,3,0,0,2023
"2850-57880","2850-57764","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2023
"2850-57880","2850-57869","CHR","Blue Cloud main",4098.901931,8,0,0,2023
"2850-57880","2850-57871","CHR","Blue Cloud main",4098.901931,5,0,0,2023
"2850-57880","2850-57932","CHR","Cooks",3998.148258,4,0,0,2023
"2850-57880","2850-57928","CHR","Blue Cloud main",4098.901931,4,0,0,2023
"2850-57880","2850-57934","CHR","Boyer",7918.345849,10,0,0,2023
"2850-57880","2850-57938","CHR","Make Believe",4912.593342,3,0,0,2023
"2850-57880","2850-57939","CHR","Make Believe",4912.593342,13,0,0,2023
"2850-57880","2850-57941","CHR","Make Believe",4912.593342,8,0,0,2023
"2850-57880","2850-57943","CHR","Struthers round",5082.708126,2,0,0,2023
"2850-57880","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57880","2850-57946","CHR","Nixon est",4043.444267,4,0,0,2023
"2850-57880","2850-57945","CHR","Plumbumpy est",8226.205846,5,0,0,2023
"2850-57880","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57880","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57880","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2850-57880","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2850-57880","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2850-57880","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2850-57880","2850-57931","CHR","Cooks",3998.148258,6,0,0,2023
"2850-57880","2850-57952","CHR","Jays est",4525.471845,8,0,0,2023
"2850-57880","2850-57687","CHR","Boyer",7918.345849,8,0,0,2023
"2850-57881","2850-57551","CHR","Struthers main",5026.901367,7,0,0,2023
"2850-57881","2811-06861","CHR","Boyer",7918.345849,10,0,0,2023
"2850-57881","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,5,0,0,2023
"2850-57881","2850-57575","CHR","Cooks",3998.148258,14,0,0,2023
"2850-57881","2850-57608","CHR","Urban Farm Girlz Red Barn",9221.430103,4,0,0,2023
"2850-57881","2850-57685","CHR","Boyer",7918.345849,11,0,0,2023
"2850-57881","2850-57683","CHR","Struthers main",5026.901367,6,0,0,2023
"2850-57881","2850-57764","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2023
"2850-57881","2850-57771","CHR","Cooks",3998.148258,3,0,0,2023
"2850-57881","2850-57869","CHR","Blue Cloud main",4098.901931,8,0,0,2023
"2850-57881","2850-57871","CHR","Blue Cloud main",4098.901931,5,0,0,2023
"2850-57881","2850-57928","CHR","Blue Cloud main",4098.901931,4,0,0,2023
"2850-57881","2850-57932","CHR","Cooks",3998.148258,4,0,0,2023
"2850-57881","2850-57938","CHR","Make Believe",4912.593342,3,0,0,2023
"2850-57881","2850-57934","CHR","Boyer",7918.345849,10,0,0,2023
"2850-57881","2850-57939","CHR","Make Believe",4912.593342,13,0,0,2023
"2850-57881","2850-57941","CHR","Make Believe",4912.593342,8,0,0,2023
"2850-57881","2850-57946","CHR","Nixon est",4043.444267,4,0,0,2023
"2850-57881","2850-57943","CHR","Struthers round",5082.708126,2,0,0,2023
"2850-57881","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2850-57881","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2850-57881","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2850-57881","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2850-57881","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2850-57881","2850-57945","CHR","Plumbumpy est",8226.205846,5,0,0,2023
"2850-57881","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2850-57881","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2850-57881","2850-57687","CHR","Boyer",7918.345849,8,0,0,2023
"2850-57881","2850-57931","CHR","Cooks",3998.148258,6,0,0,2023
"2850-57881","2850-57952","CHR","Jays est",4525.471845,8,0,0,2023
"2870-64907","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,5,0,0,2023
"2870-64907","2850-57551","CHR","Struthers main",5026.901367,7,0,0,2023
"2870-64907","2811-06861","CHR","Boyer",7918.345849,10,0,0,2023
"2870-64907","2850-57575","CHR","Cooks",3998.148258,14,0,0,2023
"2870-64907","2850-57683","CHR","Struthers main",5026.901367,6,0,0,2023
"2870-64907","2850-57608","CHR","Urban Farm Girlz Red Barn",9221.430103,4,0,0,2023
"2870-64907","2850-57685","CHR","Boyer",7918.345849,11,0,0,2023
"2870-64907","2850-57764","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2023
"2870-64907","2850-57771","CHR","Cooks",3998.148258,3,0,0,2023
"2870-64907","2850-57869","CHR","Blue Cloud main",4098.901931,8,0,0,2023
"2870-64907","2850-57932","CHR","Cooks",3998.148258,4,0,0,2023
"2870-64907","2850-57871","CHR","Blue Cloud main",4098.901931,5,0,0,2023
"2870-64907","2850-57928","CHR","Blue Cloud main",4098.901931,4,0,0,2023
"2870-64907","2850-57934","CHR","Boyer",7918.345849,10,0,0,2023
"2870-64907","2850-57938","CHR","Make Believe",4912.593342,3,0,0,2023
"2870-64907","2850-57941","CHR","Make Believe",4912.593342,8,0,0,2023
"2870-64907","2850-57939","CHR","Make Believe",4912.593342,13,0,0,2023
"2870-64907","2850-57946","CHR","Nixon est",4043.444267,4,0,0,2023
"2870-64907","2850-57943","CHR","Struthers round",5082.708126,2,0,0,2023
"2870-64907","2850-57945","CHR","Plumbumpy est",8226.205846,5,0,0,2023
"2870-64907","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2870-64907","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2870-64907","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2870-64907","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2870-64907","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2870-64907","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2870-64907","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2870-64907","2850-57687","CHR","Boyer",7918.345849,8,0,0,2023
"2870-64907","2850-57931","CHR","Cooks",3998.148258,6,0,0,2023
"2870-64907","2850-57952","CHR","Jays est",4525.471845,8,0,0,2023
"2881-34050","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,5,0,0,2023
"2881-34050","2811-06861","CHR","Boyer",7918.345849,10,0,0,2023
"2881-34050","2850-57551","CHR","Struthers main",5026.901367,7,0,0,2023
"2881-34050","2850-57575","CHR","Cooks",3998.148258,14,0,0,2023
"2881-34050","2850-57608","CHR","Urban Farm Girlz Red Barn",9221.430103,4,0,0,2023
"2881-34050","2850-57683","CHR","Struthers main",5026.901367,6,0,0,2023
"2881-34050","2850-57685","CHR","Boyer",7918.345849,11,0,0,2023
"2881-34050","2850-57764","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2023
"2881-34050","2850-57771","CHR","Cooks",3998.148258,3,0,0,2023
"2881-34050","2850-57869","CHR","Blue Cloud main",4098.901931,8,0,0,2023
"2881-34050","2850-57871","CHR","Blue Cloud main",4098.901931,5,0,0,2023
"2881-34050","2850-57928","CHR","Blue Cloud main",4098.901931,4,0,0,2023
"2881-34050","2850-57934","CHR","Boyer",7918.345849,10,0,0,2023
"2881-34050","2850-57932","CHR","Cooks",3998.148258,4,0,0,2023
"2881-34050","2850-57939","CHR","Make Believe",4912.593342,13,0,0,2023
"2881-34050","2850-57938","CHR","Make Believe",4912.593342,3,0,0,2023
"2881-34050","2850-57941","CHR","Make Believe",4912.593342,8,0,0,2023
"2881-34050","2850-57945","CHR","Plumbumpy est",8226.205846,5,0,0,2023
"2881-34050","2850-57943","CHR","Struthers round",5082.708126,2,0,0,2023
"2881-34050","2850-57946","CHR","Nixon est",4043.444267,4,0,0,2023
"2881-34050","2850-57948","CHR","Cooks",3998.148258,8,0,0,2023
"2881-34050","2850-57950","CHR","Speedwell est",6015.097136,7,0,0,2023
"2881-34050","2850-57954","CHR","Cathys est",7669.293552,6,0,0,2023
"2881-34050","2850-57956","CHR","Karens est",472.2447997,5,0,0,2023
"2881-34050","2850-57978","CHR","Red Wagon porch est",6937.504321,1,0,0,2023
"2881-34050","2870-65015","CHR","Boyer",7918.345849,6,0,0,2023
"2881-34050","2870-65019","CHR","Make Believe",4912.593342,1,0,0,2023
"2881-34050","2850-57687","CHR","Boyer",7918.345849,8,0,0,2023
"2881-34050","2850-57952","CHR","Jays est",4525.471845,8,0,0,2023
"2881-34050","2850-57931","CHR","Cooks",3998.148258,6,0,0,2023
"2850-57684","2850-57629","Struthers round","Urban Farm Girlz Sheep Shed",4154.959669,5,0,0,2023
"2850-57684","2850-57551","Struthers round","Struthers main",47.79605615,7,0,0,2023
"2850-57684","2811-06861","Struthers round","Boyer",3116.434557,10,0,0,2023
"2850-57684","2850-57575","Struthers round","Cooks",9083.204192,14,0,0,2023
"2850-57684","2850-57608","Struthers round","Urban Farm Girlz Red Barn",4193.248708,4,0,0,2023
"2850-57684","2850-57685","Struthers round","Boyer",3116.434557,11,0,0,2023
"2850-57684","2850-57683","Struthers round","Struthers main",47.79605615,6,0,0,2023
"2850-57684","2850-57771","Struthers round","Cooks",9083.204192,3,0,0,2023
"2850-57684","2850-57871","Struthers round","Blue Cloud main",1317.240399,5,0,0,2023
"2850-57684","2850-57764","Struthers round","Urban Farm Girlz Sheep Shed",4154.959669,3,0,0,2023
"2850-57684","2850-57869","Struthers round","Blue Cloud main",1317.240399,8,0,0,2023
"2850-57684","2850-57928","Struthers round","Blue Cloud main",1317.240399,4,0,0,2023
"2850-57684","2850-57932","Struthers round","Cooks",9083.204192,4,0,0,2023
"2850-57684","2850-57934","Struthers round","Boyer",3116.434557,10,0,0,2023
"2850-57684","2850-57939","Struthers round","Make Believe",3372.48869,13,0,0,2023
"2850-57684","2850-57941","Struthers round","Make Believe",3372.48869,8,0,0,2023
"2850-57684","2850-57938","Struthers round","Make Believe",3372.48869,3,0,0,2023
"2850-57684","2850-57948","Struthers round","Cooks",9083.204192,8,0,0,2023
"2850-57684","2850-57946","Struthers round","Nixon est",1099.759049,4,0,0,2023
"2850-57684","2850-57945","Struthers round","Plumbumpy est",3146.352001,5,0,0,2023
"2850-57684","2850-57950","Struthers round","Speedwell est",1013.604361,7,0,0,2023
"2850-57684","2850-57956","Struthers round","Karens est",4756.860343,5,0,0,2023
"2850-57684","2850-57954","Struthers round","Cathys est",3472.461076,6,0,0,2023
"2850-57684","2850-57978","Struthers round","Red Wagon porch est",1894.203232,1,0,0,2023
"2850-57684","2870-65015","Struthers round","Boyer",3116.434557,6,0,0,2023
"2850-57684","2870-65019","Struthers round","Make Believe",3372.48869,1,0,0,2023
"2850-57684","2850-57687","Struthers round","Boyer",3116.434557,8,0,0,2023
"2850-57684","2850-57931","Struthers round","Cooks",9083.204192,6,0,0,2023
"2850-57684","2850-57952","Struthers round","Jays est",557.3733658,8,0,0,2023
"2850-57552","2850-57629","Struthers main","Urban Farm Girlz Sheep Shed",4200.884412,5,0,0,2023
"2850-57552","2811-06861","Struthers main","Boyer",3150.777513,10,0,0,2023
"2850-57552","2850-57575","Struthers main","Cooks",9026.103113,14,0,0,2023
"2850-57552","2850-57608","Struthers main","Urban Farm Girlz Red Barn",4239.054456,4,0,0,2023
"2850-57552","2850-57685","Struthers main","Boyer",3150.777513,11,0,0,2023
"2850-57552","2850-57764","Struthers main","Urban Farm Girlz Sheep Shed",4200.884412,3,0,0,2023
"2850-57552","2850-57869","Struthers main","Blue Cloud main",1282.306886,8,0,0,2023
"2850-57552","2850-57771","Struthers main","Cooks",9026.103113,3,0,0,2023
"2850-57552","2850-57871","Struthers main","Blue Cloud main",1282.306886,5,0,0,2023
"2850-57552","2850-57932","Struthers main","Cooks",9026.103113,4,0,0,2023
"2850-57552","2850-57928","Struthers main","Blue Cloud main",1282.306886,4,0,0,2023
"2850-57552","2850-57934","Struthers main","Boyer",3150.777513,10,0,0,2023
"2850-57552","2850-57939","Struthers main","Make Believe",3336.249381,13,0,0,2023
"2850-57552","2850-57938","Struthers main","Make Believe",3336.249381,3,0,0,2023
"2850-57552","2850-57941","Struthers main","Make Believe",3336.249381,8,0,0,2023
"2850-57552","2850-57943","Struthers main","Struthers round",47.79605615,2,0,0,2023
"2850-57552","2850-57945","Struthers main","Plumbumpy est",3195.317127,5,0,0,2023
"2850-57552","2850-57946","Struthers main","Nixon est",1051.948626,4,0,0,2023
"2850-57552","2850-57948","Struthers main","Cooks",9026.103113,8,0,0,2023
"2850-57552","2850-57954","Struthers main","Cathys est",3488.116073,6,0,0,2023
"2850-57552","2850-57950","Struthers main","Speedwell est",1052.137445,7,0,0,2023
"2850-57552","2850-57956","Struthers main","Karens est",4702.614612,5,0,0,2023
"2850-57552","2850-57978","Struthers main","Red Wagon porch est",1939.365424,1,0,0,2023
"2850-57552","2870-65019","Struthers main","Make Believe",3336.249381,1,0,0,2023
"2850-57552","2870-65015","Struthers main","Boyer",3150.777513,6,0,0,2023
"2850-57552","2850-57687","Struthers main","Boyer",3150.777513,8,0,0,2023
"2850-57552","2850-57952","Struthers main","Jays est",499.3814932,8,0,0,2023
"2850-57552","2850-57931","Struthers main","Cooks",9026.103113,6,0,0,2023
"2850-57518","2850-57575","Make Believe","Cooks",8134.783478,14,0,0,2023
"2850-57518","2850-57685","Make Believe","Boyer",4212.841149,11,0,0,2023
"2850-57518","2850-57608","Make Believe","Urban Farm Girlz Red Barn",5781.976718,4,0,0,2023
"2850-57518","2850-57683","Make Believe","Struthers main",3336.249381,6,0,0,2023
"2850-57518","2850-57764","Make Believe","Urban Farm Girlz Sheep Shed",5761.465774,3,0,0,2023
"2850-57518","2850-57771","Make Believe","Cooks",8134.783478,3,0,0,2023
"2850-57518","2850-57869","Make Believe","Blue Cloud main",3928.765414,8,0,0,2023
"2850-57518","2850-57871","Make Believe","Blue Cloud main",3928.765414,5,0,0,2023
"2850-57518","2850-57928","Make Believe","Blue Cloud main",3928.765414,4,0,0,2023
"2850-57518","2850-57934","Make Believe","Boyer",4212.841149,10,0,0,2023
"2850-57518","2850-57932","Make Believe","Cooks",8134.783478,4,0,0,2023
"2850-57518","2850-57943","Make Believe","Struthers round",3372.48869,2,0,0,2023
"2850-57518","2850-57945","Make Believe","Plumbumpy est",5249.655973,5,0,0,2023
"2850-57518","2850-57948","Make Believe","Cooks",8134.783478,8,0,0,2023
"2850-57518","2850-57946","Make Believe","Nixon est",3470.02738,4,0,0,2023
"2850-57518","2850-57950","Make Believe","Speedwell est",3455.712605,7,0,0,2023
"2850-57518","2850-57954","Make Believe","Cathys est",3337.471654,6,0,0,2023
"2850-57518","2850-57956","Make Believe","Karens est",4897.580448,5,0,0,2023
"2850-57518","2850-57978","Make Believe","Red Wagon porch est",4083.407908,1,0,0,2023
"2850-57518","2870-65015","Make Believe","Boyer",4212.841149,6,0,0,2023
"2850-57518","2850-57687","Make Believe","Boyer",4212.841149,8,0,0,2023
"2850-57518","2850-57931","Make Believe","Cooks",8134.783478,6,0,0,2023
"2850-57518","2850-57952","Make Believe","Jays est",3104.670145,8,0,0,2023
"2850-57567","2850-57575","CHR","Cooks",3998.148258,14,0,0,2023
"2850-57567","2850-57608","CHR","Urban Farm Girlz Red Barn",9221.430103,4,0,0,2023
"2850-57567","2850-57683","CHR","Struthers main",5026.901367,6,0,0,2023
"2850-57567","2850-57685","CHR","Boyer",7918.345849,11,0,0,2023
"2850-57567","2850-57764","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2023
"2850-57567","2850-57771","CHR","Cooks",3998.148258,3,0,0,2023
"2850-57567","2850-57869","CHR","Blue Cloud main",4098.901931,8,0,0,2023
"2850-57567","2850-57928","CHR","Blue Cloud main",4098.901931,4,0,0,2023
"2850-57567","2850-57932","CHR","Cooks",3998.148258,4,0,0,2023
"2850-57567","2850-57871","CHR","Blue Cloud main",4098.901931,5,0,0,2023
"2850-57567","2850-57934","CHR","Boyer",7918.345849,10,0,0,2023
"2850-57567","2850-57943","CHR","Struthers round",5082.708126,2,0,0,2023
